Time,Cell Name,Volumen de trafico de voz cursado,Caidas de voz,Tasa de caidas de voz,TRAF_PSINT_HS_ERL,Tasa de caidas de datos,Llamadas de voz originadas en 3G y finalizadas en 2G,Tasa de llamadas de voz originadas en 3G y finalizadas en 2G,Fallos de accesibilidad (HSUPA),Tasa Fallos de accesibilidad (HSUPA),Fallos de accesibilidad (HSDPA),Tasa de Fallos de accesibilidad (HSDPA),Fallos de accesibilidad (Voz),Tasa de Fallos de accesibilidad (Voz),Volumen SHO,Tasa de exito SHO,Volumen IFHO,Tasa de fallos IFHO
2015-08-13 00:00:00 UTC,cellGroup,1.1492632895171957,2696.0,0.5062416440084724,5.6527658936838625,0.9048397063148446,28511.0,5.353655605462001,35702.0,1.319333424652902,37439.0,1.3018097374660864,1244.0,0.26955076369274966,13421594.0,99.89237911666625,1660.0,1.85804949575223
2015-08-14 00:00:00 UTC,cellGroup,1.0910065310846562,2792.0,0.5182222304715414,5.948183800429894,1.0184523835277117,29180.0,5.416090503280651,55486.0,1.905861611520121,52989.0,1.6877886893951088,1179.0,0.2523758160666856,13759534.0,99.86646037544237,2699.0,2.718382064117155
2015-08-15 00:00:00 UTC,cellGroup,0.8435442334203471,2580.0,0.5915016346537423,6.635139542526212,1.313817925206065,23596.0,5.409718050887482,271992.0,7.948648770269983,247200.0,7.124044102654803,1661.0,0.44318006396600884,13831853.0,99.7802387580662,2190.0,1.7830391454438872
2015-08-16 00:00:00 UTC,cellGroup,0.7892342509920636,2150.0,0.566194749926263,6.619249131944445,1.3145790860454163,20539.0,5.408871613365356,116307.0,3.612835305177875,102772.0,3.1166733808392633,1170.0,0.351469802193205,13321511.0,99.86265943978904,3121.0,2.4733722183478095
2015-08-17 00:00:00 UTC,cellGroup,1.124088155243403,2788.0,0.5485025369226018,5.993677619245453,0.9845684071665115,26854.0,5.283173287847757,55781.0,2.0403747362174207,53404.0,1.8689103046233724,1213.0,0.2755001077916486,13325588.0,99.87541045483391,1684.0,1.887744235317856
2015-08-18 00:00:00 UTC,cellGroup,1.1044757423624352,2489.0,0.5037553962949995,5.137914356798497,0.9472398215024123,27877.0,5.642100917041262,34644.0,1.331225199706254,35742.0,1.286861746125234,1136.0,0.2603776958222337,11991756.0,99.88282353631037,1641.0,1.783230461618708
2015-08-19 00:00:00 UTC,cellGroup,1.0675170100561795,2713.0,0.5971312169987608,4.96863454045747,0.9357991336251698,26240.0,5.775423197216176,30264.0,1.2508639287638124,31440.0,1.2185501476240534,1062.0,0.263285262539692,11148355.0,99.87484686210087,1415.0,1.830246274834437
2015-08-20 00:00:00 UTC,cellGroup,1.0655531819624806,2538.0,0.5364378245734178,4.9956019130880245,0.915896947013841,26965.0,5.699387683066277,31940.0,1.2834874534298657,32880.0,1.2428567646737498,1003.0,0.2415157967163184,11335195.0,99.86096351001328,1477.0,1.8912862539215056
2015-08-21 00:00:00 UTC,cellGroup,1.0590440991004095,2747.0,0.5463209352091613,5.1354185298259685,0.9537071446853372,28207.0,5.609783261537972,38878.0,1.4844643814583836,39479.0,1.4262296544113706,1252.0,0.2865492657226909,12093205.0,99.87080522682213,1482.0,1.8564216908218614
2015-08-22 00:00:00 UTC,cellGroup,0.8141592247220578,2494.0,0.613002335012904,5.363684749358595,1.10494272464808,24023.0,5.904633157183238,66980.0,2.3799054661932773,64601.0,2.205499568835634,1207.0,0.3383195615373147,12234412.0,99.83638612613103,1778.0,2.002387548708246
2015-08-23 00:00:00 UTC,cellGroup,0.7192522284718111,1733.0,0.5309859241238579,5.173912694888495,1.0185494301547315,19253.0,5.8990605869340085,51446.0,1.9486033208684361,52023.0,1.8888999449218402,825.0,0.2851864766429735,11681199.0,99.879122754575,1195.0,1.7740498812351544
2015-08-24 00:00:00 UTC,cellGroup,1.086609923173319,2564.0,0.5501508408896824,4.609516346944993,0.8813375956011349,25852.0,5.546996699953224,29925.0,1.2933765345680914,31109.0,1.2610334100729093,1097.0,0.26520129725277064,11524146.0,99.86116319970385,1332.0,2.261191369446755
2015-08-25 00:00:00 UTC,cellGroup,1.0711461260542694,2432.0,0.5302136769838864,4.531434234941767,0.8375710912794039,24295.0,5.296686382534343,28292.0,1.279679335090167,29098.0,1.2280131396931515,959.0,0.23392375244744024,10968520.0,99.85474954424312,1297.0,2.339255117684192
2015-08-26 00:00:00 UTC,cellGroup,1.0531127354891225,3062.0,0.674386950986913,4.4943132780546895,0.9296032096184017,24669.0,5.4331978098942395,93159.0,4.1720413247772425,92486.0,4.01782537759744,1231.0,0.3086579204998885,11023409.0,99.7722601411531,1337.0,2.250235626767201
2015-08-27 00:00:00 UTC,cellGroup,1.0589602907477509,3076.0,0.6700678345655668,4.459988756854989,0.9467928450495924,23582.0,5.13704150673771,28879.0,1.3141862997169573,29920.0,1.2736126731753394,1134.0,0.2777214327606248,11229686.0,99.833363411605,1315.0,2.3467056891998
2015-08-28 00:00:00 UTC,cellGroup,1.0252162060537695,2677.0,0.5657215432765358,4.588620433315038,0.9741935509119666,23524.0,4.971249004122984,56384.0,2.436849151077336,56123.0,2.346628661801242,1182.0,0.2834360613438447,11616280.0,99.84252147172718,1210.0,2.0979990983805528
2015-08-29 00:00:00 UTC,cellGroup,0.7572517279603548,1940.0,0.5266758608706984,4.774585534037559,1.343430019772476,16948.0,4.601083757750823,242497.0,9.263854357758616,231003.0,8.751548280628496,1576.0,0.4853266964927272,11309108.0,99.81702299564891,1099.0,2.2955613577023497
2015-08-30 00:00:00 UTC,cellGroup,0.6808419527582159,1623.0,0.5405369400213818,4.629562080236045,1.1082742849942029,14095.0,4.694311872828943,59449.0,2.5615497004007337,55648.0,2.3139451637362973,760.0,0.28315287607993955,10859579.0,99.84756565691671,740.0,1.9229270067302444
2015-08-31 00:00:00 UTC,cellGroup,1.0279831409913387,2562.0,0.5884460614078607,3.9234341718845998,0.8872843409623771,19928.0,4.577108942910167,23999.0,1.1673578030117704,24900.0,1.1417679813964465,927.0,0.23862003519098396,10678778.0,99.8462117584051,982.0,2.2013001569154897
2015-09-01 00:00:00 UTC,cellGroup,1.0854483150316667,2536.0,0.5708458918679221,3.5832947196725575,0.8260606836323087,18523.0,4.169470999633091,27010.0,1.3914266825941768,27949.0,1.3393055218701488,923.0,0.23520325981870593,10227456.0,99.8579087364598,1093.0,2.346248792529784
2015-09-02 00:00:00 UTC,cellGroup,1.0666699131101747,2395.0,0.5476413692177532,3.463931694658984,0.8033728571992236,18245.0,4.171906798070108,30598.0,1.6427527079033388,31564.0,1.5617006686059254,986.0,0.2518709720887857,10152490.0,99.85764677219736,1525.0,3.3183915049177477
2015-09-03 00:00:00 UTC,cellGroup,1.0525364258826584,2401.0,0.5500308118051594,3.4253883940160956,0.7992705902114801,17972.0,4.117098604649032,23125.0,1.2187659216685076,23538.0,1.168329543793134,988.0,0.2520107360891477,10181765.0,99.8585059991024,1066.0,2.196896317210395
2015-09-04 00:00:00 UTC,cellGroup,0.9963130920612568,2767.0,0.6124147333660899,3.560162288865264,0.84409618674026,18992.0,4.203462456121713,33069.0,1.5732499778273512,31008.0,1.4054023984919284,1001.0,0.2490233648523965,10733395.0,99.83421414818172,1089.0,2.040319256566868
2015-09-05 00:00:00 UTC,cellGroup,0.6729723151380002,1629.0,0.5143051986184165,3.631886170092431,0.8970898616900881,12996.0,4.1030757282043835,29965.0,1.4722329940685008,29823.0,1.3851940041534005,748.0,0.263734911926361,10139594.0,99.842972422641,873.0,2.143225394643164
2015-09-06 00:00:00 UTC,cellGroup,0.6195325124426346,1462.0,0.5590929080861967,3.6472749418266437,1.0269794505921122,11756.0,4.495688254077516,45158.0,2.262514060725207,42126.0,2.013459749649593,671.0,0.2867238692602858,9969454.0,99.81550641222097,766.0,2.4613604961280164
2015-09-07 00:00:00 UTC,cellGroup,0.910093694390172,2193.0,0.5481636642228849,3.2847220829117014,0.7912874552925925,14962.0,3.7399109640231667,24146.0,1.3344621303309046,25079.0,1.3033348663709088,923.0,0.2632207324346214,9382390.0,99.84959330169255,846.0,2.0679540454656564
2015-09-08 00:00:00 UTC,cellGroup,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2015-09-09 00:00:00 UTC,cellGroup,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2015-09-10 00:00:00 UTC,cellGroup,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
